context,question,answer,source_doc,groundedness_score,relevance_score
"Chapter 6 • Physical Design 115
Changes to the data in a database are the result of one of three actions: insert, update, or 
delete. Inserts enter new data into the database. Updates change existing data. Deletes remove rows 
of data from the database. Enforcing referential integrity does impose some important restrictions on 
these actions. 
Table 6-5 Referential Integrity 
Action Effect of Enforcing Referential Integrity 
INSERT You must enter data into the parent (primary key) table before you can enter 
data into a child(foreign key) table. For example: You must enter the Customer information before entering the Sale information. 
UPDATE
1.You cannot change the primary key value for any record in the parent 
table without also changing the related foreign key. This creates a dilemma because both must be changed simultaneously. You can either 
suspend referential integrity while making the update or use cascading updates (see the following point). 
2.You can only update or change a foreign key in a child table to 
one that has a matching value in a parent or primary key table. 
DELETE You cannot delete a row in a primary key table unless all related records are 
first deleted in the foreign key table. Example: You can’t delete an order unless all the order details for that order are first deleted. 
In the properties of a relationship, you have the option of setting what are called referential 
integrity actions. One of those actions is cascade update  and another is  cascade delete . Setting cas-
cade update means that if you change the primary key of a row in the parent table, the database management system will automatically update all the related foreign keys in the child table. This can be useful, especially if you have a volatile value for your primary key—something like a telephone 
number or an email address. Setting cascade delete means that if you delete a row in a primary key","What happens to related foreign keys in a child table when the primary key of a row in the parent table is changed in a database?
","When cascade update is set in the properties of a relationship, the database management system will automatically update all the related foreign keys in the child table if the primary key of a row in the parent table is changed. This can be useful for primary keys with volatile values, such as telephone numbers or email addresses",databases/db2.pdf,5,5
"116 Chapter 6 • Physical Design
Things You Should Know 
Sample Data 
Before you put any database into use, you should test it to make sure that it meets all the require-
ments and business rules. Part of this is entering sample data. The sample data should be as real as possible. Incorporating existing data is ideal. If you don’t have existing data, you can make up sample data. But there are some things you should consider: 
• Make sure your sample data are complete enough to test all the business rules. 
• Make sure the data are varied enough to represent a variety of likely situations. 
• Make sure the data contain some exceptions and possibly even errors so you can test how the 
database handles those. 
 Sharon adds a few samples course to the Course table.  TutorKey  TutorLastName  TutorFirstName  TutorPhone  TutorEmail  TutorHireDate  TutorStatus 
 980010000  Roberts  Martha  2065551467  mroberts@yahoo.com  1/6/2010  Active  980010001  Brown  Susan  2065553528  Sb4@hotmail.com  2/1/2009  Active  980010002  Foster  Daniel  2065553490  Foster32@aol.com  2/12/2009  Active  980010003  Anderson  Nathan  3065556320  Null  3/2/2009  Inactive  980010004  Lewis  Ginger  2065552985  ginger@hotmail.com  3/15/2009  Active 
FIGURE 6-29 Tutor Table Data 
FIGURE 6-30 Course Table Data  CourseKey  CourseName  CourseDescription 
 ITC110  Beginning Programming  Programming using C# 
 ITC220  Introduction to Database  Overview of database design and topics 
 ITC255  Systems Analysis  Systems analysis and design 
 MAT107  Applied Math  Applied math for computers 
 ENG211  Technical Writing  Technical writing for information technology 
 WEB110  Beginning Web Page Design  Basic xhtml 
 ITC226  Database Administration  SQL Server administration 
FIGURE 6-31 Ethnicity Table 
Data EthnicityKey  EthnicityDescription 
 Caucasian  White, European origin 
 Asian  Chinese, Japanese, Korean, Southeast Asian 
 AfrAmer  African American or of African origin","What are some examples of sample data for a Course table?
","The sample data for a Course table include ITC110, Beginning Programming, Programming using C#; ITC220, Introduction to Database, Overview of database design and topics; ITC",databases/db2.pdf,5,4
"Data EthnicityKey  EthnicityDescription 
 Caucasian  White, European origin 
 Asian  Chinese, Japanese, Korean, Southeast Asian 
 AfrAmer  African American or of African origin 
 Hispanic  Mexican, Central or South American, Caribbean 
 Pacific  Pacific islander 
 Mideast  Arabic or Persian 
 Other  Other or not disclosed 
 Next she enters the ethnicities into the Ethnicity table.      
 The TutorCourse table consists of only foreign keys. Sharon reopens the Tutor and 
Course tables and makes sure that each of the keys she enters is correct.","What are the different ethnicities included in the 'Asian' category according to the provided context?
","The 'Asian' category in the provided context includes Chinese, Japanese, Korean, and Southeast Asian ethnicities",databases/db2.pdf,3,3
"1/15/2010    9:30  980010002  ITC255  990001000  C  Use Cases 
 1/20/2010  11:00  980010002  ENG211  990001003  C  Document structure 
 1/22/20120  14:00  980010004  MAT107  990001005  NS  Null 
 2/5/2010  10:30  980010002  ITC255  990001000  C  Feasibility  2/10/2010  13:30  980010004  MAT107  Null  Null  Null 
 2/10/2010  14:00  980010004  MAT107  Null  Null  Null  2/13/2010  10:00  980010002  ITC255  Null  Null  Null  2/14/2010  11:00  980010002  ENG211  Null  Null  Null FIGURE 6-36 Session
Table Data","When was the ITC255 session held according to the given table data?
","The ITC255 session was held on January 15, 2010, from 9:30 to 10:30, and again on February 13, 2010, at 10:00",databases/db2.pdf,5,3
"Chapter 6 • Physical Design 119
 Finally, for the request table, she enters only a single request.      
Things We Have Done 
 In this chapter we have 
   •   translated our logical design into a physical design  
  •   created a database in SQL Server    •   created tables    •   assigned data types to columns    •   determined which columns should allow nulls and which 
should not   •   set primary keys  
  •   created a database diagram    •   created relationships among the tables  
  •   entered sample data into those tables    FIGURE 6-37 Request
Table Data  RequestKey  RequestDate  CourseKey  RequestStatus  StudentKey 
 1001  1/5/2010  ITC226  Active  009001010 
FIGURE 6-38 RequestNote
Table Data  RequestNoteKey  RequestID  RequestNoteText 
 1/6/2010 2:00 PM  1001  Only offered once a year and not a lot of requests 
for this class 
 1/10/2010 10:00 AM  1001  No students available, because a capstone class 
would have to get someone off campus  The request notes include two notes in the RequestNotes table. 
DOCUMENTATION
 In many ways, the database is self-documenting. The structure of each table, the col-
umns, their data types, and all constraints are already stored in system tables and can be queried. But it is not uncommon, and can be quite useful, to create a separate data dictionary that lists all the database objects such as tables, along with their column names and data types. If the database is corrupted or lost somehow, a separate data dictionary can be used to help rebuild it. It can also serve as an excellent reference for application developers or future administrators of the database. 
Vocabulary
       Match the definitions to the vocabulary words: 
 1.   Data types  
 2.   Database transactions  
 3.   Null  
 4.   Physical design  
 5.   Referential integrity  
 6.   Unicode      — a.   An extended language set that includes non-Latin characters","What is the purpose of creating a separate data dictionary in a database system?
","A separate data dictionary is useful in documenting a database by listing all the database objects such as tables, along with their column names and data types. It can help rebuild the database in case of corruption or loss, and serves as a valuable reference for application developers or future administrators",databases/db2.pdf,5,5
"tems manager just came from a meeting where he heard that a school had just been fined $25,000 for illegally installed soft-
ware. The current tracking system probably couldn’t hold up to 
an audit. It is crucial that this new database be up and running soon. You assure the management that it will be done as soon as is possible, but you want to make sure that it really does what it 
is supposed to do. If you implement before it is ready, it might 
make matters worse rather than better. 
 1.   Review your diagram for the database, making sure that 
the design is complete and normalized. 
 2.   Create the database in SQL Server.   3.   Create the tables in the new database, selecting appropri-
ate data types for the columns, setting a primary key for 
each table, and setting allow nulls as appropriate. 
 4.   Create a database diagram, and create the relationships 
among tables. 
 5.   Add some sample data to each table.  
 6. Documentation:   Make a data dictionary that lists each 
table, all the columns for that table, and the data types 
for each column. 
WESTLAKE RESEARCH HOSPITAL 
 The Drug study is falling into place. Several potential partici-pants have already been interviewed. It is vital that the data-base be in place soon. You assure the management that you are 
ready to begin actually making the database objects but that it is essential you test and evaluate it before they start to commit 
data to it. You promise that you will deliver it as soon as possible.
 1.   Review your diagram for the database, making sure that 
the design is complete and normalized. 
 2.   Create the database in SQL Server.  
 3.   Create the tables in the new database, selecting appropri-
ate data types for the columns, setting a primary key for each table, and setting allow nulls as appropriate. 
 4.   Create a database diagram, and create the relationships 
among tables. 
 5.   Add some sample data to each table.  
 6. Documentation:   Make a data dictionary that lists each","What are the steps to create and document a new database in SQL Server?

","The steps include reviewing the database design, creating the database in SQL Server, creating tables with appropriate data types and keys, setting allow nulls, creating relationships among tables, adding sample data, and creating a data dictionary that lists each table, columns, and data types",databases/db2.pdf,5,5
"4.   Create a database diagram, and create the relationships 
among tables. 
 5.   Add some sample data to each table.  
 6. Documentation:   Make a data dictionary that lists each 
table, all the columns for that table, and the data types for each column. 
SUGGESTIONS FOR SCENARIOS 
 Make sure your primary keys and foreign keys have the same data type and same precision (length). Follow your diagram and make one table at a time. In the database diagram, always 
drag the relationship from the primary key to the foreign key. 
Before confirming the relationship, always make sure that the table and column names are correct in the dialog box. 
 If you need to adjust a table in the database diagram, you 
can right click on it and under View, select Normal. That will 
display the column names, data type, and whether it will accept nulls. You can edit the table in this view. 
 When entering data, you must enter data in the primary 
key tables before you can enter into the child or foreign key 
 tables. The foreign key must match the primary key exactly.","What should be the data type and precision of primary and foreign keys in a database?
",The data type and precision (length) of primary and foreign keys should be the same to ensure successful creation of relationships among tables in a database,databases/db2.pdf,3,4
"123  CHAPTER 7  
 SQL 
Now that Sharon has built the database and entered some data, she sets out to test the design and make sure she 
can satisfy the business requirements. To do this, she is going to use SQL and SQL Express’s query analyzer. 
  CHAPTER OUTCOMES 
 By the end of this chapter you will be able to: 
/H17039   Name the main events in the development of SQL  
/H17039   Run  SELECT   queries with a variety of criteria  
/H17039   Use the Aggregate functions  COUNT  ,  AVG ,  SUM ,  MIN , and  MAX
/H17039   Use date, time, and other built-in functions  
/H17039   Join two or more tables in a query  
/H17039 INSERT  ,  UPDATE  , and  DELETE   records  
/H17039   Use SQL to test business rules    
RUNNING QUERIES 
 It has been a long day. Sharon had two classes of her own today, and then she tutored three students in begin-
ning database. But she feels some pressure to finish with the Tutoring database. Before she can give it to Terry, she needs to test it to make sure it can do all the things that are required of it. She has entered the sample data; now she is going to run some sample queries. 
 She takes out her laptop and sits at the kitchen table. She starts the SQL 
Server Management Studio and opens up the databases in the Object window. She selects the Tutor database and right clicks. Then she selects New Query window:  SQL 
 The programming language used 
to manipulate data and data objects in a relational database. 
FIGURE 7-1 New Query","What is the main purpose of SQL in the context of a relational database?
","In the context of a relational database, SQL (Structured Query Language) is the programming language used to manipulate data and data objects. This includes tasks such as querying data, modifying data, and managing database structures",databases/db2.pdf,5,5
"124 Chapter 7 • SQL
 To get started, in the Query window she types 
SELECT * FROM Tut 
 SQL Server 2008 provides some intellisense to help her pick a table: 
FIGURE 7-2 Intellisense
 TutorKey  TutorLastName  TutorFirstName  TutorPhone  TutorEmail  TutorHire Date  TutorStatus 
 980010000  Roberts  Martha  2065551467  mroberts@yahoo.com  2010-01-06  Active 
 980010001  Brown  Susan  2065553528  Sb4@hotmail.com  2009-02-01  Active  980010002  Foster  Daniel  2065553490  Foster32@aol.com  2009-02-12  Active 
 980010003  Anderson  Nathan  3065556320  NULL  2009-03-02  Inactive 
 980010004  Lewis  Ginger  2065552985  ginger@hotmail.com  2009-03-15  Active 
FIGURE 7-3 Result Set 
Things You Should Know 
SQL is the programming language used for manipulating database objects and data in relational 
databases. It is both an ANSI (American National Standards Institute) and an ISO (International Standards Organization) standard. 
The first version of SQL was developed at IBM in the 1970s to work with their RBase relational 
database. The first ANSI standard for SQL was issued in 1986. The ISO committee ratified the stan-dard in 1987. This first standard was not widely used. Database technologies had already moved past it. Most database manufacturers had already added features that were not included in the standard. A major revision was issued in 1992. This standard was much more robust and is still the de facto 
standard of many RDBMSs today. More changes were added to the standard in 1999 to define the 
use of triggers and procedures. Revisions in 2003 and 2006 defined how to incorporate XML and XQuery into SQL. 
Most RDBMSs comply with the standard to a fairly high degree. What this means for the user 
is that the SQL they write for one product will translate fairly easily to another product. Much of the","When was the first version of SQL developed?
","The first version of SQL was developed at IBM in the 1970s. This information comes from the context which states that ""The first version of SQL was developed at IBM in the 1970s to work with their RBase relational database.",databases/db2.pdf,5,4
"Most RDBMSs comply with the standard to a fairly high degree. What this means for the user 
is that the SQL they write for one product will translate fairly easily to another product. Much of the 
SQL you write for SQL Server, for instance, will work without change in Oracle or MySQL. Each RDBMS, however, is free to add proprietary features onto SQL as well as to implement the standard. Typically, these features are additional functions or administrative extensions. 
The Nature of SQL 
SQL is a declarative language. This means it is different from the procedural languages you may have encountered in other programming languages such as C++ or Java or C# or Visual Basic. In those languages, you have to specify how something is to be done. You have to carefully list each step in 
the proper order to accomplish a task. In SQL, you say what you want done, not how to do it. In the 
preceding example, for instance, Sharon writes 
SELECT * FROM Tutor 
TheSELECT  tells the DBMS you want to retrieve data. The * is a wildcard that says “select all 
columns.” The FROM  keyword directs the RDBMS to a table in the current database. The statement 
 She clicks Tutor in the list and then clicks the Execute button and gets these 
results:","What kind of language is SQL and how does it differ from procedural languages?
","SQL is a declarative language, which means that it allows users to specify what they want to achieve without specifying the exact steps to get there. This is different from procedural languages such as C++, Java, C#, or Visual Basic, which require users to specify each step in the correct order to accomplish a task",databases/db2.pdf,4,5
"Chapter 7 • SQL 125
as a whole declares “return all the columns and all the rows from the table Tutor.” Again, it declares 
what you want to do, not how to do it. The RDBMS determines how to process the request. Different 
RDBMSs will process it differently because they have developed different query optimization engines 
in order to produce the results as efficiently and quickly as possible.  DECLARATIVE LANGUAGE 
 A language in which programmers 
declare what they want to do, not how they want to do it. 
 PROCEDURAL LANGUAGE 
 A language in which a programmer 
defines how to do a given procedure. THINGS TO THINK ABOUT 
What are the advantages of a declarative lan-
guage as opposed to a procedural language? What advantages might a procedural language 
have over a declarative language? 
SQL is not case sensitive, though the column names and values can be if the database options 
are set to be case sensitive. It is traditional, however, to type SQL keywords in all uppercase for read-ability. SQL also ignores most white spaces. That means you can organize an SQL statement on the 
page any way that makes it most readable to you. In many DBMSs, SQL statements are terminated by 
a semicolon. SQL Server does not require the semicolon, though using one can be a good habit to develop. In this book, the semicolons are not included. 
Usually, SQL is divided into at least two broad areas of functionality: Data Manipulation 
Language (DML), which includes all the commands for selecting and manipulating database data, and Data Definition Language (DDL), which includes all the commands for creating, altering, and 
dropping database objects such as tables, procedures, constraints, and indexes. In this book, we are 
only going to focus on the DML.  DDL 
 Data Definition Language. 
 DML  Data Manipulation Language. 
 She executes the statement and gets these results:     
Things You Should Know 
The Basic SELECT Statement 
The syntax for the simplest SELECT  statement is","What is the traditional formatting style for SQL keywords?
","The traditional formatting style for SQL keywords is to type them in all uppercase, although SQL is not case sensitive. This is done for readability purposes",databases/db2.pdf,3,4
"DML  Data Manipulation Language. 
 She executes the statement and gets these results:     
Things You Should Know 
The Basic SELECT Statement 
The syntax for the simplest SELECT  statement is 
SELECT [Column1], [Column2], etc. 
FROM [Table] 
FIGURE 7-4 Selected SQL 
StatementSELECT StudentLastName, StudentFirstName, StudentEmail 
FROM Student  Sharon decides to run another query just to check the data. She types another SQL 
statement into the Query window. She selects the statement so that only it will run when she clicks Execute. 
FIGURE 7-5 Result Table  StudentLastName  StudentFirstName  StudentEmail 
 Min  Ly  lymin@hotmail.com 
 Bradbury  Ron  rbradbury@mars.org 
 Carlos  Juan  Carlos23@hotmail.com 
 Peterson  Laura  NULL 
 Carter  Shannon  shannon@carter.org 
 Martinez  Sandy  sandym@gmail.com 
 Nguyen  Lu  lstar@yahoo.com 
 Zukof  Mark  NULL 
 Taylor  Patty  p147@marketplace.com 
 Thomas  Lawrence  NULL","Who are the students with non-null email addresses in the 'Student' table?
","The students with non-null email addresses in the 'Student' table are Min Ly, Ron Bradbury, Carlos, Shannon Carter, Sandy Martinez, Lu Nguyen, and Patty Taylor",databases/db2.pdf,5,5
"126 Chapter 7 • SQL
You can select any number of columns from the database table. The columns are separated by 
commas, but there is no comma after the last column in the list. The columns are returned in the 
order they are listed. So in our example: 
SELECT StudentLastName, StudentFirstname, Studentemail 
FROM Student 
Sharon also used a variation of this syntax: 
SELECT * FROM Tutor 
The asterisk (*) is a wildcard character that tells the RDBMS to return all the columns in the table. The 
advantage of this is obvious—you don’t have to key in all the columns. But there are disadvantages. For one, you have no say in the order in which the columns are returned. They will simply be returned in 
the order they have in the table. Also, the wildcard method is less efficient. The database must first query 
the system table to identify the columns, and then query the data table to access the data. And, finally, in SQL code, which is embedded in an application (such as a Web page), there is no guarantee that the columns returned will always be the same. If someone modified the database, the query may return unexpected columns and cause errors in the program. In general, it is better to specify the columns you wish returned, though the wildcard method can be useful during testing and development. 
Distinct
Sometimes you only want to return one instance of each value. For instance, suppose you want to run a query on the session table to see all the tutors that have scheduled sessions. If you run 
SELECT tutorkey 
FROM Session 
You will get these results: 
Each tutor key repeats for as many sessions as the tutor is scheduled for. If you wanted to see only 
one instance of each TutorKey, you can use the DISTINCT  keyword: 
SELECT DISTINCT tutorkey 
FROM Session 
This results in the following: FIGURE 7-6 Result Table  TutorKey 
 980010003 
 980010001  980010001  980010004  980010001 
 980010001 
 980010002 
 980010004 
 980010004 
 980010002 
 980010004 
 980010004 
 980010002","How can you return all columns in an SQL table using a wildcard character?
","In SQL, you can use the wildcard character (*) to return all columns in a table. This is done by writing ""SELECT \* FROM table\_name"". However, using this method has disadvantages such as the loss of control over the order of returned columns, decreased efficiency, and potential errors in programs due to changes in the database",databases/db2.pdf,5,5
"The division operator also behaves differently depending on whether the values around it are 
of an integer type (no decimal parts) or float (have decimal parts). If the dividend and divisor are both 
integers, the division will result in an integer value. This means that any decimal part will be discarded. If even one of the values is of a float type, then the result will default to a float value, and the result will contain any decimal amount. The modulus operator % returns the remainder of an integer division. Here are some examples: 
Table 7-2 Integer Division 
Equation Result
SELECT 10/3  3 (integer division) 
SELECT 10/3.0  3.33333 (float division) 
SELECT 10%3  1 (modulus) 
Order of Operations 
SQL follows the same order of operations as algebra. That is, all multiplications and divisions are 
solved first moving left to right, and then all additions and subtractions are also performed left to right. In the following statement, 3 * 5 is evaluated first for 15; then 4/2 for 2; third, 1 is added to the 15 for 16; and finally, 2 is subtracted from 16 for a result of 14.","How does SQL handle division when both values are integers?
","When both the dividend and divisor are integers in SQL, the division will result in an integer value, with any decimal part discarded. This is demonstrated in the example ""SELECT 10/3"" which results in ""3""",databases/db2.pdf,4,4
"128 Chapter 7 • SQL
SELECT 1 + 3 * 5 - 4/2 
You can control the order by using parenthesis (). Whatever is in the parenthesis is calculated 
first. If parentheses are nested, SQL works from the innermost parenthesis outward. For instance, 
SELECT (((1 + 3) * 5) - 4)/2 
results not in 14, but in 8. 
Aliasing
When you design your database tables, the column names should be descriptive and conform to naming conventions, but good column names do not necessarily make for good labels in a query or report. You can change the label for the result instance by “aliasing” the column. The basic way to 
do this is by using the AS keyword. Thus, in Sharon’s query the column “StudentLastName” is aliased 
as “Last Name” in the results. 
StudentFirstName AS “First Name” 
As mentioned earlier, SQL Server distinguishes between single quotes and double quotes. 
Single quotes are reserved for character or date values, and double quotes are reserved for column names. You can also use square brackets. 
StudentFirstName AS [First Name] 
Additionally, you can leave out the AS keyword. It is optional. 
StudentFirstName [First Name] 
If the alias consists of a single word with no spaces, you do not even have to include the brackets or 
quotes. All of the following are equivalent: 
StudentGender AS “Gender” 
StudentGender AS [Gender] StudentGender “Gender” StudentGender [Gender] StudentGender Gender 
Although optional, it is recommended to use the AS keyword and quotes or brackets to  identify the 
alias for readability and clarity.  ALIAS 
 A substitute name for a column or 
table.
FIGURE 7-8 Student Email Result  StudentLastName  StudentFirstName  StudentEmail 
 Bradbury  Ron  rbradbury@mars.org  Carlos  Juan  Carlos23@hotmail.com  Carter  Shannon  shannon@carter.org 
 Martinez  Sandy  sandym@gmail.com 
 Min  Ly  lymin@hotmail.com 
 Nguyen  Lu  lstar@yahoo.com 
 Peterson  Laura  NULL 
 Taylor  Patty  p147@marketplace.com 
 Thomas  Lawrence  NULL","How can you change the label for a result instance in SQL?
","In SQL, you can change the label for a result instance by ""aliasing"" the column using the AS keyword, quotes or brackets, or simply by using a single word with no spaces for the alias. This helps improve readability and clarity in the query or report",databases/db2.pdf,5,4
"Chapter 7 • SQL 129
 Next, Sharon decides to list the records from the Session table. She wants to sort them 
by the Session date, showing the more recent dates first. She writes the following query: 
SELECT * FROM Session 
ORDER BY SessionDate DESC 
 The  DESC   keyword causes the records to be sorted in descending order—z to a, 10 
to 1, and so on. She executes the query and gets this result. 
FIGURE 7-9 Session Ordered by SessionDate DESC  SessionDateKey  SessionTimeKey  TutorKey  CourseKey  StudentKey  SessionStatus  SessionMaterialCovered 
 2010-02-14  11:00:00.0000000  980010002  ENG211  NULL  NULL  NULL  2010-02-13  10:00:00.0000000  980010002  ITC255  NULL  NULL  NULL 
 2010-02-10  14:00:00.0000000  980010004  MAT107  NULL  NULL  NULL 
 2010-02-10  13:30:00.0000000  980010004  MAT107  NULL  NULL  NULL 
 2010-02-05  10:30:00.0000000  980010002  ITC255  990001000  C  Feasibility 
 2010-01-22  14:00:00.0000000  980010004  MAT107  990001005  NS  NULL 
 2010-01-20  11:00:00.0000000  980010004  ENG211  990001003  C  Document Structure 
 2010-01-15  09:30:00.0000000  980010002  ITC255  990001000  C  Use Cases 
 2009-11-20  10:30:00.0000000  980010001  ITC220  990001002  C  Relations 
 2009-11-10  14:00:00.0000000  980010001  WEB110  990001000  C  Web Forms  2009-11-10  13:00:00.0000000  980010004  MAT107  990001004  C  Binary Numbers  2009-11-05  10:00:00.0000000  980010001  ITC220  NULL  NS  NULL 
 2009-10-20  14:00:00.0000000  980010001  WEB110  990001000  C  CSS 
 2009-10-20  13:00:00.0000000  980010003  ITC110  990001000  C  For next loops 
 Looking at this result, Sharon thinks it could be made even better by adding a 
second sort on the tutor. She modifies the query to add the second sort. 
SELECT FROM Session 
ORDER BY SessionDateKey DESC, tutorkey 
 The result set looks like this: 
FIGURE 7-10 Session Ordered 
by SessionDate and TutorKey  SessionDateKey  SessionTimeKey  TutorKey  CourseKey  CourseStatus","How does Sharon modify her SQL query to sort the Session table by two keys?
","In the modified SQL query, Sharon adds a second sort by including an additional key, 'tutorkey', after a comma in the ORDER BY clause: SELECT * FROM Session ORDER BY SessionDateKey DESC, tutorkey. This causes the records to be sorted first by SessionDateKey in descending order and then by tutorkey",databases/db2.pdf,5,4
"ORDER BY SessionDateKey DESC, tutorkey 
 The result set looks like this: 
FIGURE 7-10 Session Ordered 
by SessionDate and TutorKey  SessionDateKey  SessionTimeKey  TutorKey  CourseKey  CourseStatus 
 2010-02-14  11:00:00.0000000  980010002  ENG211  NULL 
 2010-02-13  10:00:00.0000000  980010002  ITC255  NULL  2010-02-10  13:30:00.0000000  980010004  MAT107  NULL 
 2010-02-10  14:00:00.0000000  980010004  MAT107  NULL 
 2010-02-05  10:30:00.0000000  980010002  ITC255  C 
 2010-01-22  14:00:00.0000000  980010004  MAT107  NS 
 2010-01-20  11:00:00.0000000  980010004  ENG211  C 
 2010-01-15  09:30:00.0000000  980010002  ITC255  C 
 2009-11-20  10:30:00.0000000  980010001  ITC220  C 
 2009-11-10  14:00:00.0000000  980010001  WEB110  C 
 2009-11-10  13:00:00.0000000  980010004  MAT107  C 
 2009-11-05  10:00:00.0000000  980010001  ITC220  NS 
 2009-10-20  14:00:00.0000000  980010001  WEB110  C 
 2009-10-20  13:00:00.0000000  980010003  ITC110  C 
 For this result, the primary sort is the Session date. It is in a descending order. The 
secondary sort is by tutor key, and it is ordered in an ascending order. The tutor keys","How are the sessions in the given result set sorted primarily?
","The sessions in the given result set are primarily sorted in descending order by SessionDateKey. This is shown by the fact that the SessionDateKey values decrease as you move down the result set, with the most recent session (February 14, 2010) appearing at the top",databases/db2.pdf,5,3
"130 Chapter 7 • SQL
“dfoster” and “glewis,” for instance, both have the same Session date, but they are or-
dered alphabetically in ascending order (A to Z) for that date. 
TESTING THE DATABASE 
 Now Sharon is ready to start testing the database to see if it supports the business rules that she and Terry had identified. She decides to keep it simple at first and concentrate on mak-ing sure that Terry can get the kinds of demographic information she needs. For each case, she writes down what test she is conducting, the SQL she uses, and the results in a note-book. For her first query, she will simply test for gender and return all the male students. 
SELECT StudentLastName, StudentFirstName, StudentGender 
FROM Student WHERE StudentGender = ¶M·
 This returns the following results:    
Things You Should Know 
TheWHERE  Clause 
TheWHERE  keyword is used to set the criteria for filtering rows. (You filter columns by listing those 
you wish to see in the SELECT  clause.) The basic syntax of a WHERE  clause is 
WHERE [column] [=< > LIKE IN BETWEEN IS] [value] 
This probably looks confusing. Let’s look at some examples. Say you had a database with an Inventory 
table that contains data about equipment sold by a Sporting goods store. 
FIGURE 7-12 Inventory Table  InventoryKey  InventoryName  InventoryUnit  InventoryPrice  InventoryQuantity  InventoryDescription 
 1001  Tennis Balls  1 tube  2.3400  40  One tube contains 4 balls.  1002  Basketball  1 ball  34.5900  20  NULL  1003  Baseball  1 ball  4.5000  100  NULL 
 1004  Baseball Bat  1 bat  18.7500  30  NULL 
 1005  Lawn Darts  1 box  25.8800  20  Box contains 2 hoops 6 darts. 
 1006  T-Ball Kit  I box  32.0000  15  Box contains tee, bat, and ball. 
 1007  T-Ball Tee  1 Tee  12.0000  18  Individual tee. 
 1008  Bike Helmet  1 Helmet  12.9500  14  NULL 
You only want to see the record for tennis balls: 
SELECT * 
FROM Inventory WHERE InventoryName = ¶Tennis Balls ·","How is the WHERE clause used in SQL to filter rows?
","The WHERE keyword in SQL is used to set the criteria for filtering rows based on a specified condition. The basic syntax of a WHERE clause is WHERE [column] [=< > LIKE IN BETWEEN IS] [value]. It allows users to retrieve specific records from a table that meet the specified condition. For example, to retrieve the record for tennis balls from an Inventory table, the following SQL statement can be used: SELECT \* FROM Inventory WHERE InventoryName = 'Tennis Balls'",databases/db2.pdf,5,5
"Chapter 7 • SQL 131
When you are specifying criteria in a WHERE  clause, Character, varchar, nchar, nvarchar, Text, 
XML, and DateTime values are enclosed in single quotes. The ANSI standard doesn’t distinguish between single and double quotes, but SQL Server does. Values must be quoted in single quotes. If 
you use double quotes, you will receive an error. Here is the error generated by the preceding query 
with double quotes around “Tennis Balls.” 
Msg 207, Level 16, State 1, Line 2 
Invalid column name ¶Tennis Balls ·
Number values are not quoted. Here is a query that returns all the items from the inventory 
that have a price of $12.95. 
SELECT ItemName, ItemPrice 
FROM Inventory WHERE ItemPrice = 12.95 
This returns: FIGURE 7-13 Results for Tennis Balls  InventoryKey  InventoryName  InventoryUnit  InventoryPrice  InventoryQuantity  InventoryDescription 
 1001  Tennis Balls  1 tube  2.3400  40  One tube contains 4 balls. 
FIGURE 7-14 Results for 12.95  InventoryName  InventoryPrice 
 Bike Helmet  12.9500 
With numbers and dates, you can also use the comparative values for greater than and less 
than.
SELECT ItemName, Price 
FROM Inventory WHERE Price > 25 
This returns: 
FIGURE 7-15 Results for > 25  InventoryName  InventoryPrice 
 Basketball  34.5900 
 Lawn Darts  25.8800  T-Ball Kit  32.0000 
TheLIKE  keyword lets you search for patterns in char, nchar, varchar, and nvarchar columns. 
You use the wildcard character %. The % wildcard character searches for any number of characters to replace. For instance, if you wanted to find every customer whose last name began with “S,” you 
could write a query like this: 
SELECT ItemName, ItemPrice 
FROM Inventory WHERE ItemName LIKE ¶T%·
FIGURE 7-16 Results for 
LIKE ‘T%’  InventoryName  InventoryPrice 
 Tennis Balls  2.3400 
 T-Ball Kit  32.0000  T-Ball Tee  12.0000 
LIKE  is considered an “expensive” operator. That means it takes a lot of processing and CPU","How should character values be enclosed in a WHERE clause in SQL Server?
","In SQL Server, character, varchar, nchar, nvarchar, Text, XML, and DateTime values should be enclosed in single quotes when specifying criteria in a WHERE clause. Using double quotes will result in an error",databases/db2.pdf,5,4
"Tennis Balls  2.3400 
 T-Ball Kit  32.0000  T-Ball Tee  12.0000 
LIKE  is considered an “expensive” operator. That means it takes a lot of processing and CPU 
time. Why do you think that would be the case? When do you think it would be appropriate to use theLIKE  operator? When would it not be appropriate?","Why is the LIKE operator considered expensive in terms of processing and CPU time?
","The LIKE operator is considered expensive because it involves pattern matching, which requires more processing power and time compared to exact matches. It scans the entire table to find matches, which can slow down the performance of a database query significantly, especially when dealing with large datasets. The LIKE operator is most appropriate when searching for specific patterns or substrings within text fields, but it may not be appropriate when speed and efficiency are crucial, such as in real-time applications or when dealing with massive databases",databases/db2.pdf,3,5
